"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	% of Total Deaths
"Total"	"Vermont"	"50"					734	5129329	14.3	0.3%
	"Virginia"	"51"	"1968"	"1968"	"Female"	"F"	151	2288524	6.6	0.1%
	"Virginia"	"51"	"1968"	"1968"	"Male"	"M"	480	2248545	21.3	0.2%
"Total"	"Virginia"	"51"	"1968"	"1968"			631	4537069	13.9	0.2%
	"Virginia"	"51"	"1969"	"1969"	"Female"	"F"	150	2325587	6.4	0.1%
	"Virginia"	"51"	"1969"	"1969"	"Male"	"M"	416	2274677	18.3	0.2%
"Total"	"Virginia"	"51"	"1969"	"1969"			566	4600264	12.3	0.2%
	"Virginia"	"51"	"1970"	"1970"	"Female"	"F"	157	2358194	6.7	0.1%
	"Virginia"	"51"	"1970"	"1970"	"Male"	"M"	404	2301355	17.6	0.1%
"Total"	"Virginia"	"51"	"1970"	"1970"			561	4659549	12.0	0.2%
	"Virginia"	"51"	"1971"	"1971"	"Female"	"F"	166	2408678	6.9	0.1%
	"Virginia"	"51"	"1971"	"1971"	"Male"	"M"	435	2347854	18.5	0.2%
"Total"	"Virginia"	"51"	"1971"	"1971"			601	4756532	12.6	0.2%
	"Virginia"	"51"	"1972"	"1972"	"Female"	"F"	140	2445916	5.7	0.1%
	"Virginia"	"51"	"1972"	"1972"	"Male"	"M"	536	2379405	22.5	0.2%
"Total"	"Virginia"	"51"	"1972"	"1972"			676	4825321	14.0	0.2%
	"Virginia"	"51"	"1973"	"1973"	"Female"	"F"	157	2489512	6.3	0.1%
	"Virginia"	"51"	"1973"	"1973"	"Male"	"M"	506	2411964	21.0	0.2%
"Total"	"Virginia"	"51"	"1973"	"1973"			663	4901476	13.5	0.2%
	"Virginia"	"51"	"1974"	"1974"	"Female"	"F"	172	2527594	6.8	0.1%
	"Virginia"	"51"	"1974"	"1974"	"Male"	"M"	535	2446191	21.9	0.2%
"Total"	"Virginia"	"51"	"1974"	"1974"			707	4973785	14.2	0.3%
	"Virginia"	"51"	"1975"	"1975"	"Female"	"F"	214	2569418	8.3	0.1%
	"Virginia"	"51"	"1975"	"1975"	"Male"	"M"	550	2483082	22.1	0.2%
"Total"	"Virginia"	"51"	"1975"	"1975"			764	5052500	15.1	0.3%
	"Virginia"	"51"	"1976"	"1976"	"Female"	"F"	208	2611919	8.0	0.1%
	"Virginia"	"51"	"1976"	"1976"	"Male"	"M"	591	2519245	23.5	0.2%
"Total"	"Virginia"	"51"	"1976"	"1976"			799	5131164	15.6	0.3%
	"Virginia"	"51"	"1977"	"1977"	"Female"	"F"	193	2651975	7.3	0.1%
	"Virginia"	"51"	"1977"	"1977"	"Male"	"M"	609	2556983	23.8	0.2%
"Total"	"Virginia"	"51"	"1977"	"1977"			802	5208958	15.4	0.3%
	"Virginia"	"51"	"1978"	"1978"	"Female"	"F"	192	2690986	7.1	0.1%
	"Virginia"	"51"	"1978"	"1978"	"Male"	"M"	539	2595178	20.8	0.2%
"Total"	"Virginia"	"51"	"1978"	"1978"			731	5286164	13.8	0.3%
"Total"	"Virginia"	"51"					7501	53932782	13.9	2.7%
	"Washington"	"53"	"1968"	"1968"	"Female"	"F"	115	1697124	6.8	0.0%
	"Washington"	"53"	"1968"	"1968"	"Male"	"M"	330	1685012	19.6	0.1%
"Total"	"Washington"	"53"	"1968"	"1968"			445	3382136	13.2	0.2%
	"Washington"	"53"	"1969"	"1969"	"Female"	"F"	146	1708128	8.5	0.1%
	"Washington"	"53"	"1969"	"1969"	"Male"	"M"	315	1689872	18.6	0.1%
"Total"	"Washington"	"53"	"1969"	"1969"			461	3398000	13.6	0.2%
	"Washington"	"53"	"1970"	"1970"	"Female"	"F"	161	1719446	9.4	0.1%
	"Washington"	"53"	"1970"	"1970"	"Male"	"M"	350	1698374	20.6	0.1%
"Total"	"Washington"	"53"	"1970"	"1970"			511	3417820	15.0	0.2%
	"Washington"	"53"	"1971"	"1971"	"Female"	"F"	162	1734745	9.3	0.1%
	"Washington"	"53"	"1971"	"1971"	"Male"	"M"	319	1711776	18.6	0.1%
"Total"	"Washington"	"53"	"1971"	"1971"			481	3446521	14.0	0.2%
	"Washington"	"53"	"1972"	"1972"	"Female"	"F"	150	1732817	8.7	0.1%
	"Washington"	"53"	"1972"	"1972"	"Male"	"M"	368	1708048	21.5	0.1%
"Total"	"Washington"	"53"	"1972"	"1972"			518	3440865	15.1	0.2%
	"Washington"	"53"	"1973"	"1973"	"Female"	"F"	138	1750558	7.9	0.0%
	"Washington"	"53"	"1973"	"1973"	"Male"	"M"	368	1721234	21.4	0.1%
"Total"	"Washington"	"53"	"1973"	"1973"			506	3471792	14.6	0.2%
	"Washington"	"53"	"1974"	"1974"	"Female"	"F"	150	1786337	8.4	0.1%
	"Washington"	"53"	"1974"	"1974"	"Male"	"M"	381	1759425	21.7	0.1%
"Total"	"Washington"	"53"	"1974"	"1974"			531	3545762	15.0	0.2%
	"Washington"	"53"	"1975"	"1975"	"Female"	"F"	147	1821485	8.1	0.1%
	"Washington"	"53"	"1975"	"1975"	"Male"	"M"	362	1796925	20.1	0.1%
"Total"	"Washington"	"53"	"1975"	"1975"			509	3618410	14.1	0.2%
	"Washington"	"53"	"1976"	"1976"	"Female"	"F"	160	1858279	8.6	0.1%
	"Washington"	"53"	"1976"	"1976"	"Male"	"M"	375	1834235	20.4	0.1%
"Total"	"Washington"	"53"	"1976"	"1976"			535	3692514	14.5	0.2%
	"Washington"	"53"	"1977"	"1977"	"Female"	"F"	134	1901110	7.0	0.0%
	"Washington"	"53"	"1977"	"1977"	"Male"	"M"	397	1876117	21.2	0.1%
"Total"	"Washington"	"53"	"1977"	"1977"			531	3777227	14.1	0.2%
	"Washington"	"53"	"1978"	"1978"	"Female"	"F"	156	1958234	8.0	0.1%
	"Washington"	"53"	"1978"	"1978"	"Male"	"M"	381	1931728	19.7	0.1%
"Total"	"Washington"	"53"	"1978"	"1978"			537	3889962	13.8	0.2%
"Total"	"Washington"	"53"					5565	39081009	14.2	2.0%
	"West Virginia"	"54"	"1968"	"1968"	"Female"	"F"	44	885879	5.0	0.0%
	"West Virginia"	"54"	"1968"	"1968"	"Male"	"M"	120	831654	14.4	0.0%
"Total"	"West Virginia"	"54"	"1968"	"1968"			164	1717533	9.5	0.1%
	"West Virginia"	"54"	"1969"	"1969"	"Female"	"F"	40	893134	4.5	0.0%
	"West Virginia"	"54"	"1969"	"1969"	"Male"	"M"	155	837788	18.5	0.1%
"Total"	"West Virginia"	"54"	"1969"	"1969"			195	1730922	11.3	0.1%
	"West Virginia"	"54"	"1970"	"1970"	"Female"	"F"	43	901425	4.8	0.0%
	"West Virginia"	"54"	"1970"	"1970"	"Male"	"M"	151	846129	17.8	0.1%
"Total"	"West Virginia"	"54"	"1970"	"1970"			194	1747554	11.1	0.1%
	"West Virginia"	"54"	"1971"	"1971"	"Female"	"F"	43	913389	4.7	0.0%
	"West Virginia"	"54"	"1971"	"1971"	"Male"	"M"	132	859794	15.4	0.0%
"Total"	"West Virginia"	"54"	"1971"	"1971"			175	1773183	9.9	0.1%
	"West Virginia"	"54"	"1972"	"1972"	"Female"	"F"	42	925065	4.5	0.0%
	"West Virginia"	"54"	"1972"	"1972"	"Male"	"M"	134	872448	15.4	0.0%
"Total"	"West Virginia"	"54"	"1972"	"1972"			176	1797513	9.8	0.1%
	"West Virginia"	"54"	"1973"	"1973"	"Female"	"F"	46	928451	5.0	0.0%
	"West Virginia"	"54"	"1973"	"1973"	"Male"	"M"	166	875825	19.0	0.1%
"Total"	"West Virginia"	"54"	"1973"	"1973"			212	1804276	11.7	0.1%
	"West Virginia"	"54"	"1974"	"1974"	"Female"	"F"	47	933788	5.0	0.0%
	"West Virginia"	"54"	"1974"	"1974"	"Male"	"M"	174	879794	19.8	0.1%
"Total"	"West Virginia"	"54"	"1974"	"1974"			221	1813582	12.2	0.1%
	"West Virginia"	"54"	"1975"	"1975"	"Female"	"F"	48	947640	5.1	0.0%
	"West Virginia"	"54"	"1975"	"1975"	"Male"	"M"	152	892621	17.0	0.1%
"Total"	"West Virginia"	"54"	"1975"	"1975"			200	1840261	10.9	0.1%
	"West Virginia"	"54"	"1976"	"1976"	"Female"	"F"	38	967174	3.9	0.0%
	"West Virginia"	"54"	"1976"	"1976"	"Male"	"M"	144	911005	15.8	0.1%
"Total"	"West Virginia"	"54"	"1976"	"1976"			182	1878179	9.7	0.1%
	"West Virginia"	"54"	"1977"	"1977"	"Female"	"F"	60	982227	6.1	0.0%
	"West Virginia"	"54"	"1977"	"1977"	"Male"	"M"	165	925589	17.8	0.1%
"Total"	"West Virginia"	"54"	"1977"	"1977"			225	1907816	11.8	0.1%
	"West Virginia"	"54"	"1978"	"1978"	"Female"	"F"	65	989750	6.6	0.0%
	"West Virginia"	"54"	"1978"	"1978"	"Male"	"M"	196	931719	21.0	0.1%
"Total"	"West Virginia"	"54"	"1978"	"1978"			261	1921469	13.6	0.1%
"Total"	"West Virginia"	"54"					2205	19932288	11.1	0.8%
	"Wisconsin"	"55"	"1968"	"1968"	"Female"	"F"	119	2228832	5.3	0.0%
	"Wisconsin"	"55"	"1968"	"1968"	"Male"	"M"	324	2147536	15.1	0.1%
"Total"	"Wisconsin"	"55"	"1968"	"1968"			443	4376368	10.1	0.2%
	"Wisconsin"	"55"	"1969"	"1969"	"Female"	"F"	142	2238784	6.3	0.1%
	"Wisconsin"	"55"	"1969"	"1969"	"Male"	"M"	393	2154086	18.2	0.1%
"Total"	"Wisconsin"	"55"	"1969"	"1969"			535	4392870	12.2	0.2%
	"Wisconsin"	"55"	"1970"	"1970"	"Female"	"F"	133	2249722	5.9	0.0%
	"Wisconsin"	"55"	"1970"	"1970"	"Male"	"M"	357	2169410	16.5	0.1%
"Total"	"Wisconsin"	"55"	"1970"	"1970"			490	4419132	11.1	0.2%
	"Wisconsin"	"55"	"1971"	"1971"	"Female"	"F"	129	2268132	5.7	0.0%
	"Wisconsin"	"55"	"1971"	"1971"	"Male"	"M"	389	2188118	17.8	0.1%
"Total"	"Wisconsin"	"55"	"1971"	"1971"			518	4456250	11.6	0.2%
	"Wisconsin"	"55"	"1972"	"1972"	"Female"	"F"	156	2283148	6.8	0.1%
	"Wisconsin"	"55"	"1972"	"1972"	"Male"	"M"	406	2205492	18.4	0.1%
"Total"	"Wisconsin"	"55"	"1972"	"1972"			562	4488640	12.5	0.2%
	"Wisconsin"	"55"	"1973"	"1973"	"Female"	"F"	142	2293898	6.2	0.1%
	"Wisconsin"	"55"	"1973"	"1973"	"Male"	"M"	379	2214879	17.1	0.1%
"Total"	"Wisconsin"	"55"	"1973"	"1973"			521	4508777	11.6	0.2%
	"Wisconsin"	"55"	"1974"	"1974"	"Female"	"F"	144	2307386	6.2	0.1%
	"Wisconsin"	"55"	"1974"	"1974"	"Male"	"M"	380	2225874	17.1	0.1%
"Total"	"Wisconsin"	"55"	"1974"	"1974"			524	4533260	11.6	0.2%
	"Wisconsin"	"55"	"1975"	"1975"	"Female"	"F"	134	2325699	5.8	0.0%
	"Wisconsin"	"55"	"1975"	"1975"	"Male"	"M"	414	2241100	18.5	0.1%
"Total"	"Wisconsin"	"55"	"1975"	"1975"			548	4566799	12.0	0.2%
	"Wisconsin"	"55"	"1976"	"1976"	"Female"	"F"	168	2334839	7.2	0.1%
	"Wisconsin"	"55"	"1976"	"1976"	"Male"	"M"	430	2249025	19.1	0.2%
"Total"	"Wisconsin"	"55"	"1976"	"1976"			598	4583864	13.0	0.2%
	"Wisconsin"	"55"	"1977"	"1977"	"Female"	"F"	165	2352241	7.0	0.1%
	"Wisconsin"	"55"	"1977"	"1977"	"Male"	"M"	429	2263973	18.9	0.2%
"Total"	"Wisconsin"	"55"	"1977"	"1977"			594	4616214	12.9	0.2%
	"Wisconsin"	"55"	"1978"	"1978"	"Female"	"F"	141	2362131	6.0	0.1%
	"Wisconsin"	"55"	"1978"	"1978"	"Male"	"M"	442	2271209	19.5	0.2%
"Total"	"Wisconsin"	"55"	"1978"	"1978"			583	4633340	12.6	0.2%
"Total"	"Wisconsin"	"55"					5916	49575514	11.9	2.1%
	"Wyoming"	"56"	"1968"	"1968"	"Female"	"F"	8	162363	4.9 (Unreliable)	0.0%
	"Wyoming"	"56"	"1968"	"1968"	"Male"	"M"	54	161966	33.3	0.0%
"Total"	"Wyoming"	"56"	"1968"	"1968"			62	324329	19.1	0.0%
	"Wyoming"	"56"	"1969"	"1969"	"Female"	"F"	14	164210	8.5 (Unreliable)	0.0%
	"Wyoming"	"56"	"1969"	"1969"	"Male"	"M"	45	164501	27.4	0.0%
"Total"	"Wyoming"	"56"	"1969"	"1969"			59	328711	17.9	0.0%
	"Wyoming"	"56"	"1970"	"1970"	"Female"	"F"	15	166058	9.0 (Unreliable)	0.0%
	"Wyoming"	"56"	"1970"	"1970"	"Male"	"M"	50	167185	29.9	0.0%
"Total"	"Wyoming"	"56"	"1970"	"1970"			65	333243	19.5	0.0%
	"Wyoming"	"56"	"1971"	"1971"	"Female"	"F"	16	168626	9.5 (Unreliable)	0.0%
	"Wyoming"	"56"	"1971"	"1971"	"Male"	"M"	50	171655	29.1	0.0%
"Total"	"Wyoming"	"56"	"1971"	"1971"			66	340281	19.4	0.0%
	"Wyoming"	"56"	"1972"	"1972"	"Female"	"F"	12	171411	7.0 (Unreliable)	0.0%
	"Wyoming"	"56"	"1972"	"1972"	"Male"	"M"	58	175458	33.1	0.0%
"Total"	"Wyoming"	"56"	"1972"	"1972"			70	346869	20.2	0.0%
	"Wyoming"	"56"	"1973"	"1973"	"Female"	"F"	15	174021	8.6 (Unreliable)	0.0%
	"Wyoming"	"56"	"1973"	"1973"	"Male"	"M"	47	179324	26.2	0.0%
"Total"	"Wyoming"	"56"	"1973"	"1973"			62	353345	17.5	0.0%
	"Wyoming"	"56"	"1974"	"1974"	"Female"	"F"	13	179476	7.2 (Unreliable)	0.0%
	"Wyoming"	"56"	"1974"	"1974"	"Male"	"M"	49	185351	26.4	0.0%
"Total"	"Wyoming"	"56"	"1974"	"1974"			62	364827	17.0	0.0%
	"Wyoming"	"56"	"1975"	"1975"	"Female"	"F"	14	187227	7.5 (Unreliable)	0.0%
	"Wyoming"	"56"	"1975"	"1975"	"Male"	"M"	52	193732	26.8	0.0%
"Total"	"Wyoming"	"56"	"1975"	"1975"			66	380959	17.3	0.0%
	"Wyoming"	"56"	"1976"	"1976"	"Female"	"F"	8	194395	4.1 (Unreliable)	0.0%
	"Wyoming"	"56"	"1976"	"1976"	"Male"	"M"	61	201745	30.2	0.0%
"Total"	"Wyoming"	"56"	"1976"	"1976"			69	396140	17.4	0.0%
	"Wyoming"	"56"	"1977"	"1977"	"Female"	"F"	14	202010	6.9 (Unreliable)	0.0%
	"Wyoming"	"56"	"1977"	"1977"	"Male"	"M"	48	210746	22.8	0.0%
"Total"	"Wyoming"	"56"	"1977"	"1977"			62	412756	15.0	0.0%
	"Wyoming"	"56"	"1978"	"1978"	"Female"	"F"	12	211036	5.7 (Unreliable)	0.0%
	"Wyoming"	"56"	"1978"	"1978"	"Male"	"M"	63	220861	28.5	0.0%
"Total"	"Wyoming"	"56"	"1978"	"1978"			75	431897	17.4	0.0%
"Total"	"Wyoming"	"56"					718	4013357	17.9	0.3%
"Total"							276983	2320364080	11.9	100.0%
"---"
"Dataset: Compressed Mortality, 1968-1978"
"Query Parameters:"
"Title:"
"Age Group: All"
"Gender: All"
"ICD-8 69 Groups: Suicide (E950-E959)"
"Race: All"
"States: All"
"Year: All, 1968 to 1978"
"Group By: State, Year, Gender"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Mar 19, 2018 8:53:59 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1968-1978. CDC WONDER Online Database, compiled from Compressed Mortality File CMF 1968-1988, Series 20, No. 2A, 2000. Accessed"
"at http://wonder.cdc.gov/cmf-icd8.html on Mar 19, 2018 8:53:59 AM"
"---"
Caveats:
"1. About sub-national population figures: population figures for 1968-69 are estimates derived by NCHS using linear"
"extrapolation; population figures for 1970 are April 1 modified census counts; and population figures for 1971-78 are"
"intercensal estimates of the July 1 resident population. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Population"
"Information."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the number of live births"
"for the given time period. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
